state,district,disease,cases,deaths,start_date,report_date,status,comments,year,month,week
chhattisgarh,dhamtari,food poisoning,0,0,2025-02-27,2025-02-27,"cases were reported from village singpur, sub district magarlod, district dhamtari. cases presented with pain abdomen, and loose watery stools after eating food in a wedding ceremony. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
jharkhand,east singhbhum,chickenpox,0,0,2025-02-27,2025-02-27,"cases were reported from village chaluniya, sub district chakulia, district east singhbum. cases presented with fever with rash. 3 blood samples were collected and sent to dphl khasmahal, east singhbhum. all the samples found positive for the varicella zoster igm by elisa. district rrt investigated the outbreak. age group of the affected cases was 5-44 years. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
bihar,begusarai,undifferentiated fever,0,0,2025-02-27,2025-02-27,"cases were reported from village bahrampur, sub district mansurchak, district begusarai. cases presented with fever with rash. 10 blood samples were collected and sent to aiims, patna. all the samples found negative for the measles igm by elisa. district rrt investigated the outbreak. age group of the affected cases was 1-25 years. cases treated symptomatically. community awareness and health education given by peripheral team on vaccination, hygiene and sanitation.",nan,2025,2,9
jammu and kashmir,badgam,hepatitis,0,0,2025-02-27,2025-02-27,"cases were reported from village durbal, sub district budgam, district badgam. cases presented with jaundice, fever and fatigue. total 10 blood samples and 4 water samples were collected and sent to dphl badgam. 2 blood samples came positive for hepatitis a igm and 2 came positive for hepatitis e igm by elisa. water samples found fit for potable purpose. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation",nan,2025,2,9
kerala,malappuram,hepatitis,0,0,2025-02-27,2025-02-27,"cases were reported from amup school at manjeri municipality area, sub district ernad, district malappuram. cases presented with jaundice. total 2 blood samples and water sample were collected and sent to gmch manjeri. both the blood samples came positive for hepatitis a igm by elisa and water samples found unfit for potable purpose (e.coli detected). district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation",nan,2025,2,9
karnataka,vijayapura,chikungunya,0,0,2025-02-27,2025-02-27,"cases were reported from kudari salawadagi phc, village kudarisalwadgi, sub district basavana bagevadi, district vijayapura. cases presented with fever, body aches, and joint pain. eight samples were sent to dphl vijayapur, out of which 5 were positive for chikungunya igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",nan,2025,2,9
karnataka,belagavi,food poisoning,0,0,2025-02-27,2025-02-27,"cases were reported from phc melavanki, village melavanki, sub district gokak, district belagavi. cases presented with diarrhoea following consumption of food and water in a baby shower ceremony in melavanki village. two stool samples were sent to dsu belagavi, all were negative for any entero-pathogen on culture. one water sample was collected and tested at dsu belagavi was found to be unfit for drinking purpose by mpn test. district rrt investigated the outbreak. community awareness and health education given by peripheral team on vector measures, hygiene and sanitation.",nan,2025,2,9
assam,jorhat,undifferentiated fever,0,0,2025-02-27,2025-02-27,"cases were reported from sub district jorhat west, district jorhat. cases presented with fever. total 20 blood samples found negative for malaria by rdt kits. district rrt investigated the outbreak. cases treated symptomatically. age group of the affected cases were 22-67 years community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",nan,2025,2,9
gujarat,amreli,acute diarrheal disease,0,0,2025-02-27,2025-02-27,"cases were reported from tmphs, babra taluka, health facility chamardi, district amreli. cases presented with loose stools and vomiting. 3 stool samples and 2 water samples were collected and sent to shanta ba medical college, amreli. stool samples did not show growth of any pathogenic organism and water samples found unfit for potable purpose (coliforms detected). district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
meghalaya,northgarohills,typhoid,0,0,2025-02-26,2025-02-26,"cases were reported from kosak gandim village, sub district kharkutta, district north garo hills. cases presented with fever chills, body aches, nausea, and vomiting. a total of 39 samples tested positive for salmonella typhi by widal test at kharkutta phc. district rrt investigated the outbreak. age group of the affected cases were 3-56 years. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
kerala,palakkad,mumps,0,0,2025-02-26,2025-02-26,"cases were reported from pauls english medium school kozhinjampara sub district chittur, district palakkad. cases presented with swelling and pain in parotid gland with mild fever. cases were clinically diagnosed as mumps. district rrt investigated the outbreak. age group of the affected cases were 4-9 years. cases treated symptomatically. community awareness and health education given by peripheral team on, hygiene and sanitation.",nan,2025,2,9
assam,majuli,acute diarrheal disease,0,0,2025-02-26,2025-02-26,"cases were reported from village santipur, sub district majuli, district majuli. cases presented with loose watery stools. 3 water samples were collected and sent to dphl lakhimpur. water samples found fit for potable purpose. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
west bengal,nadia,food poisoning,0,0,2025-02-25,2025-02-25,"cases were reported from patpukur gp, dogachhia, sub district nakashipara, district nadia. cases presented with loose stools, pain abdomen and vomiting after consumption of food in a social gathering. 4 rectal swabs were collected and sent to nrsmch, kolkata. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
tamil nadu,thanjavur,chickenpox,0,0,2025-02-25,2025-02-25,"cases were reported from mgr nager, rajagiri pups e school, sub district papanasam, district thanjavur. cases presented with fever with rash. 6 blood samples were collected and sent to king institute chennai. 1 sample found positive for the varicella zoster igm by elisa. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
nagaland,dimapur,human rabies,0,0,2025-02-25,2025-02-25,"case was reported from sub district dimapur sadar, district dimapur. a 27-year-old male presented with complaints of hydrophobia, aerophobia, fever and breathlessness. district rrt investigated the outbreak. history of dog bite on left ear and left cheek by his pet dog on 3rd week of january 2025. he got admitted on 24-02-2025 and went lama (leave and medical advice) on 24-02- 2025. he did not receive arv. he expired on 27-02-2025. community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",nan,2025,2,9
maharashtra,sangli,food poisoning,0,0,2025-02-25,2025-02-25,"cases were reported from village kundal, sub district palus, district sangli. cases presented with loose stools, pain abdomen and vomiting after consumption of food during their study visit in kundal academy. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
madhya pradesh,ratlam,food poisoning,0,0,2025-02-25,2025-02-25,"cases were reported from sub-district jaora, loose district ratlam. cases presented with stools and vomiting. food samples were collected and sent to food and drug department; result is awaited. district rrt investigated the outbreak. all the cases developed the after eating food in a marriage function. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
karnataka,uttarkannad,acute diarrheal disease,0,0,2025-02-25,2025-02-25,"cases were reported from gundolli sc, phc sambrani, th haliy, village kalginkop, sub district haliyal, district uttar kannad. cases presented with loose stools and vomiting after eating in a temple festival at kalginkoppa village. total 27 water samples were tested for h2s, out of which one was found to be nspp (not suitable for potable purpose). one stool sample was collected for culture and sensitivity, which was negative for any enteric pathogens. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,9
maharashtra,sangli,hepatitis,0,0,2025-02-25,2025-02-25,"cases were reported from village bedag, sub- district miraj, district sangli. cases presented with symptoms of nausea, vomiting, loose stools and abdominal pain. 4 blood samples tested at gmch miraj found negative for hepatitis a igm by elisa, while 1 sample tested at private lab found positive for hepatitis a virus. district rrt investigated the outbreak. age group of the affected cases were 06 year to 15 years. repair of leakage pipeline was done. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
bihar,begusarai,undifferentiated fever,0,0,2025-02-25,2025-02-25,"cases were reported from village malpur, sub district khudabandpur, district begusarai. cases presented with fever with rash. 9 blood samples were collected and sent to aiims, patna. all the samples found negative for the measles igm by elisa. district rrt investigated the outbreak. age group of the affected cases was 6-36 years. cases treated symptomatically. community awareness and health education given by peripheral team on vaccination, hygiene and sanitation.",nan,2025,2,9
assam,jorhat,undifferentiated fever,0,0,2025-02-25,2025-02-25,"cases were reported from village katanibari te, sub district mariani, district jorhat. cases presented with fever. total 26 blood samples found negative for malaria by rdt kits. district rrt investigated the outbreak. cases treated symptomatically. age group of the affected cases were 19-42 years. community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",nan,2025,2,9
jammu and kashmir,baramulla,hepatitis,0,0,2025-02-25,2025-02-25,"cases were reported from village bugna sub district boniyar, district baramulla. cases presented with jaundice, fever and fatigue. total 11 blood samples and 4 water samples were collected and sent to dphl baramulla. 5 blood samples came positive for hepatitis a igm by elisa. water samples found fit for potable purpose. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation",nan,2025,2,9
goa,southgoa,acute diarrheal disease,0,0,2025-02-25,2025-02-25,"cases were reported from village calem, sub district sanguem, district south goa. cases presented with loose stools and vomiting after consumption of food at a house party. 9 stool samples and water samples were collected and sent to dphl south goa. stool samples did not show growth of any pathogenic organism and water sample found fit for potable purpose. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
tamil nadu,namakkal,mumps,0,0,2025-02-24,2025-02-24,"cases were reported from village sugar mill colony- rasipalayam, sub-district mohanur, district namakkal. cases presented with swelling and pain in parotid gland with mild fever. 5 blood samples were collected and sent to king institute, guindy. all the samples found positive for mumps igm by elisa. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on, hygiene and sanitation.",nan,2025,2,9
kerala,kollam,hepatitis,0,0,2025-02-24,2025-02-24,"cases were reported from tkm engineering college, sub district kollam, district kollam. cases presented with jaundice. total 6 water samples were collected and sent to district water lab. 2 water samples found unfit for potable purpose (coliforms detected). district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,9
karnataka,kalaburagi,food poisoning,0,0,2025-02-24,2025-02-24,"cases were reported from chc kalgi, village malaghan, district kalaburagi. cases presented with pain abdomen and giddiness after consumption of food from a common kitchen. the affected age group was 10-18 years. a total of 8 water samples were collected, out of which 1 was found to be non-potable. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,9
chhattisgarh,kabirdham,acute diarrheal disease,0,0,2025-02-24,2025-02-24,"cases were reported from sub district bodla, district kabirdham. cases presented with loose motion district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,9
assam,nalbari,chickenpox,0,0,2025-02-23,2025-02-23,"cases were reported from a school in kaldi under mukalmua bphc, bartola mphc, sub- district: barkhetri, district: nalbari. cases presented with fever with rash. the affected age group was 1-45 years. all cases were diagnosed clinically. the infected students were isolated. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
karnataka,chikballapur,food poisoning,0,0,2025-02-23,2025-02-23,"cases were reported from village: batlahalli, sub-district: chintamani, district: chikballapur. cases presented with vomiting and diarrhea after consumption of food from a common kitchen. the affected age group was 3-56 years. two stool and 2 water samples were collected and sent to dphl chickaballapura. both stool samples were negative for any entero-pathogen on culture and water samples were found to be potable by h2s method. all were treated at batlahalli chc and chinthamani general hospital. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
tamil nadu,thiruvallur,chickenpox,0,0,2025-02-22,2025-02-22,"cases were reported from a school under vanganoor phc, sub-district: r k pet, district: thiruvallur. cases presented with blisters. the affected age group was 1-15 years. four blood samples were sent to king institute, all were positive for vzv (varicella zoster virus) igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,idukki,mumps,0,0,2025-02-22,2025-02-22,"cases were reported from uphc parakkadvu, village: thodupuzha, sub-district: thodupuzha, district: idukki. cases presented with fever with painful swelling in the jaw. affected cases were within the age group of 10-15 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,kannur,hepatitis,0,0,2025-02-22,2025-02-22,"cases were reported from phc ettikkulam, village: ramanthali, sub-district: payyannur, district: kannur. cases presented with fever, fatigue, vomiting, and jaundice after attending a marriage function on 04.01.2024 and 05.01.2024. the affected age group was 5-35 years. three blood samples were sent for testing, all were positive for hav igm by elisa. two water samples were sent to kwa payannur for bacteriological study, which showed absence of coliforms. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,malappuram,acute gastroenteritis,0,0,2025-02-22,2025-02-22,"cases were reported from phc thiruvaly, sub-district: nilambur, district: malappuram. cases presented with vomiting, diarrhea, and abdominal discomfort after attending a temple festival. most affected age group was 5 to 15 years. one stool sample was collected and tested positive for norovirus at sphl thiruvanathapuram. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
andhra pradesh,visakhapatnam,food poisoning,0,0,2025-02-22,2025-02-22,"cases were reported from a medical camp at a school in anandhapuram, sachivalayam, velampeta area, sub-district pendurthi, district visakhapatanam. cases presented with loose stools and vomiting. all the cases developed the symptoms after eating dinner in a farewell party on 18-02-2025. four water samples were collected and sent to regional laboratory, visakhapatnam and all samples were found to be fit for potable purpose. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,8
andhra pradesh,nandamuritarakaramarao,food poisoning,0,0,2025-02-22,2025-02-22,"cases were reported from peddathanda anganwadi centre, sub-district akonduru, district ntr. cases presented with loose stools, pain abdomen and vomiting after consumption of food from a common place. two stool samples were collected and sent to siddhartha medical college, vijayawada and 2 water samples were also collected. district rrt investigated the outbreak. cases treated symptomatically. cases were treated at chc myalavaram. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,8
kerala,idukki,mumps,0,0,2025-02-22,2025-02-22,"cases were reported from chc karunapuram, village: karunapuram, sub-district: udumbanchola, district: idukki. cases presented with fever with painful swelling in the jaw. affected cases were within the age group of 6-14 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
bihar,pashchimchamparan,undifferentiated fever,0,0,2025-02-21,2025-02-21,"cases were reported from village machhar ganw, sub-district jogapatti, district pashchim champaran. cases presented with fever with rash. age group of the affected cases was 4-10 years. four blood samples were collected and sent to aiims, patna. all the samples were negative for measles igm by elisa. district rrt investigated the outbreak. cases treated symptomatically. vitamin a solution was given to susceptible. community awareness and health education given by peripheral team on vaccination, hygiene and sanitation.",nan,2025,2,8
gujarat,jamnagar,measles,0,0,2025-02-21,2025-02-21,"cases were reported from phc hadiyana, village: anada, sub-district: jodiya, district: jamnagar. cases presented with fever and rash. two serum samples were collected and sent to bjmc ahmedabad, out of which one was positive for measles igm by elisa. all other cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,alappuzha,west nile fever,0,0,2025-02-21,2025-02-21,"cases were reported from fhc pallippad, village: pallippad, sub-district: karthikappally, district: alappuzha. a 48 year old cattle rearing farm owner female presented to thq haripad hospital on 30.01.2025 with fever, memory loss, headache, and body pain. one serum sample was tested at mch vandanam, which was positive for west nile igm. total 32 serum samples were collected & sent for testing, out of which 1 family contact was positive for west nile igm. district rrt investigated the outbreak. community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",nan,2025,2,8
kerala,ernakulam,hepatitis,0,0,2025-02-21,2025-02-21,"cases were reported from fhc thiruvaniyoor, village: chavara, sub-district: kunnathunad, district: ernakulam. cases presented with jaundice. three blood samples were collected and sent to rphl, all were positive for hepatitis a igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,ernakulam,hepatitis,0,0,2025-02-21,2025-02-21,"cases were reported from fhc karumalloor, village: karumalloor, sub-district: paravur, district: ernakulam. cases presented with jaundice. age group of the affected cases was 25 to 50 years. two blood samples were sent to rphl, both were positive for hepatitis a igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation. one death has occurred due to the illness.",nan,2025,2,8
tamil nadu,ariyalur,acute diarrheal disease,0,0,2025-02-21,2025-02-21,"cases were reported from kumuliam chc, village: kilimangalam, sub-district: sendurai, district: ariyalur. cases presented with vomiting and diarrhea. the affected age group was 1-15 years. four stool, serum & three water samples were sent to dphl vilangudi & regional public health, water analysis laboratory, tiruchirappalli. all stool & serum samples were negative for any entero-pathogen. water samples were found to be potable. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
meghalaya,westgarohills,chickenpox,0,0,2025-02-21,2025-02-21,"cases were reported in chibra songma village under babadam phc in rongram block. cases presented with fever and maculopapular rashes. the affected age group was 4-27 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
madhya pradesh,raisen,acute diarrheal disease,0,0,2025-02-21,2025-02-21,"cases were reported from phc sutanganj, ch begumgan, village: naigadhiya, sub-district: begamganj, district: raisen. cases presented with diarrhea. the affected age group was 5-60 years. water sample was collected by phe, which was found to be potable. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,wayanad,acute diarrheal disease,0,0,2025-02-21,2025-02-21,"cases were reported from chc panamaram, village: anchukunnu, sub-district: mananthavady, district: wayanad. cases presented with vomiting, diarrhea, fever, and headache. water samples were tested at kwa and all were negative for coliforms. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
tamil nadu,pudukkottai,chickenpox,0,0,2025-02-20,2025-02-20,"cases were reported from a nursery and primary school under kovilpatti uphc, sub- district: pudukkottai, district: pudukkottai. cases presented with fever with rash. the affected age group was 1-10 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,palakkad,hepatitis,0,0,2025-02-20,2025-02-20,"cases were reported from phc ongalur, sub- district: pattambi, district: palakkad. cases presented with jaundice. nine blood samples were collected and sent to state public health laboratory, out of which 2 were positive for hav igm by elisa. four water samples were collected and sent to kerala water authority laboratory in pattambi for analysis. out of these, three samples showed presence of coliforms and e.coli. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
assam,kamrupmetro,typhoid,0,0,2025-02-20,2025-02-20,"cases were reported from panikhaity mphc under sonapur bphc, chandrapur and thakurkuchi area, district: kamrup metro. cases presented with fever. the affected age group was 18 to 75 years. five blood samples were sent to panikhaty mphc, all were positive for typhoid by typhi dot (rapid card test). three water samples were collected and sent to dphl sonapur, which were found to be unsatisfactory for drinking. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
assam,sonitpur,acute diarrheal disease,0,0,2025-02-20,2025-02-20,"cases were reported from village: chari duar gaon, sub-district: chariduar, district: sonitpur. health facility: chariduar. cases presented with diarrhea. the most affected age group was 31-50 years. three rectal swabs and 3 water samples were collected & sent to dphl. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
bihar,begusarai,undifferentiated fever,0,0,2025-02-20,2025-02-20,"cases were reported from village bhawanandpur, sub-district birpur, district begusarai. cases presented with fever with rash. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,8
maharashtra,sangli,hepatitis,0,0,2025-02-20,2025-02-20,"cases were reported from sub-district: shirala, district: sangli. health facility: kokrud. cases presented with nausea, vomiting, loose motion and pain in abdomen. the affected age group was 14-20 years. five blood samples were sent to ghch miraj, out of which 1 was positive for anti- hav igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation. death of a 14 year old female has occurred due to acute hepatitis a.",nan,2025,2,8
kerala,ernakulam,chickenpox,0,0,2025-02-20,2025-02-20,"cases were reported from fhc karumalloor, village: karumalloor, sub-district: paravur, district: ernakulam. cases presented with fever with rash. most affected age group was 45 to 60 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
odisha,jharsuguda,chickenpox,0,0,2025-02-19,2025-02-19,"cases were reported from an ashram school in village: pipilikani, sub-district: banaharapali, district: jharsuguda. cases presented with fever with rash. the most affected age group was 5-14 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
maharashtra,kolhapur,hepatitis,0,0,2025-02-19,2025-02-19,"cases were reported from phc ispurli, village: nigave khalsa, sub-district: karvir, district: kolhapur. cases presented with fever, vomiting, loss of appetite. all age groups were affected. total 22 serum and 12 water samples were sent to ssh cprh, niv pune & dphl, out of which 8 serum samples were positive for anti-hav igm by elisa and 5 water samples were found to be contaminated. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
karnataka,bagalkot,chickenpox,0,0,2025-02-19,2025-02-19,"cases were reported from yadahalli phc, village: yadahalli, sub-district: mudhol, district: bagalkot. cases presented with maculo-papular vesicular rashes. all cases were below 7 years of age. five serum samples have been collected and sent to sims, out of which 4 were positive for chickenpox (varicella zoster) igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
madhya pradesh,dhar,typhoid,0,0,2025-02-19,2025-02-19,"cases were reported from chc dhamnod and dharampuri, village: guljhiri, sub-district: dharampuri, district: dhar. cases presented with chills, headache, weakness, fatigue, and stomach pain. a total of 266 blood samples from suspected typhoid cases were tested at chc dhamnod, out of which 59 were positive for typhoid igm by widal. two water samples were sent to phe department dhar and dphl indore, both were found to be unsatisfactory. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation. the cause of the outbreak is believed to be contaminated water.",nan,2025,2,8
kerala,wayanad,food poisoning,0,0,2025-02-19,2025-02-19,"cases were reported from chc panamaram, village: padinharethara, sub-district: mananthavady, district: wayanad. cases presented with loose stools after attending a religious gathering. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
gujarat,anand,hepatitis,0,0,2025-02-19,2025-02-19,"cases were reported from phc vadadla, village: dharmaj, sub-district: petlad, district: anand. cases presented with jaundice. the affected age group was 1 to 30 years. total 20 blood samples were collected & sent to bjmc ahmedabad, ssgh vadodara & dphl anand, out of which 10 were positive for hepatitis a. also, 9 water samples were sent for bacteriological examination at bjmc ahmedabad & dphl anand, out of which 5 were found to be unsatisfactory for drinking (2 were positive for klebsiella & 3 for fecal e.coli). district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,wayanad,mumps,0,0,2025-02-19,2025-02-19,"cases were reported from a school under gh kalpetta, village: kalpetta, sub-district: vythiri, district: wayanad. cases presented with fever, throat pain, swelling in parotid area. the affected age group was 4-6 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,kannur,mpox,0,0,2025-02-19,2025-02-19,"cases were reported from phc mangattidam, sub-district: thalassery, district: kannur. a 30 year old male presented with fever, body aches, and inguinal swelling followed by maculopapular eruptions. sample was collected & sent to niv pune, which was positive for mpox (clade1). district rrt investigated the outbreak. the patient was isolated at his home. contact tracing and surveillance was done. implemented active surveillance to detect any additional cases and prevent further spread.",nan,2025,2,8
tamil nadu,krishnagiri,acute diarrheal disease,0,0,2025-02-19,2025-02-19,"cases were reported from mookandapalli uphc, village: zuzuvadi, sub-district: hosur, district: krishnagiri. cases presented with loose stools. six water samples were sent to dphl, out of which 2 were positive for e.coli on culture. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,thiruvananthapuram,mpox,0,0,2025-02-19,2025-02-19,"cases were reported from chc vakkom, village: vakkom, sub-district: chirayinkeezhu, district: thiruvananthapuram. a 26 year old male presented to mch tvm on 16.02.2025 with erythematous and papular lesions over the body associated with fever and tonsillitis. one sample was sent to regional designated lab for mpox, microbiology, mch tvm, which came positive for mpox. district rrt investigated the outbreak. contact tracing and surveillance was done. implemented active surveillance to detect any additional cases and prevent further spread.",nan,2025,2,8
kerala,thrissur,mpox,0,0,2025-02-19,2025-02-19,"cases were reported from fhc varantharappilly, village: varandarappilly, sub-district: chalakkudy, district: thrissur. cases presented with fever, body pain, and painful pustules. one samples was sent to vrdl, mch, thrissur, which came positive for mpox (monkeypox) by rt-pcr on 18-02- 2025. the patient was advised strict home isolation. district rrt investigated the outbreak. contact tracing and surveillance was done. implemented active surveillance to detect any additional cases and prevent further spread.",nan,2025,2,8
tamil nadu,kallakurichi,chickenpox,0,0,2025-02-19,2025-02-19,"cases were reported from a school under thottiyam phc, village: thengiyanatham, sub-district: chinnasalem, district: kallakurichi. cases presented with fever with rash. the affected age group was 6-15 years. three blood samples were sent to vdrl villupuram and king institute chennai, out of which 2 were positive for chickenpox (vzv) igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,wayanad,hepatitis,0,0,2025-02-19,2025-02-19,"cases were reported from a hostel under phc kurukkanmoola, phc valad, chc periya, sub-district: mananthavady, district: wayanad. cases presented with jaundice. one blood sample was sent for testing, which tested positive for hepatitis a. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
assam,nagaon,food poisoning,0,0,2025-02-18,2025-02-18,"cases were reported from samaguri bphc, village: borbali tup, sub-district: samaguri, district: nagaon. cases presented with loose motion, fever, vomiting and pain abdomen after attending a religious gathering on 15.02.2025 and 16.02.2025. total 3 rectal swab & 2 water samples were collected and sent to dphl nagaon. all 3 rectal swab samples were negative for any entero-pathogen after overnight aerobic incubation. both the water samples were found to be unsatisfactory for drinking (class-iv category) in mpn test. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
odisha,sundargarh,food poisoning,0,0,2025-02-18,2025-02-18,"cases were reported from a school in village: udusu, sub-district: bisra, district: sundargarh. cases presented with abdominal cramps and vomiting after consumption of food from a common kitchen. the most affected age group was 15-44 years. three water samples were collected & sent to dphl sundergarh, all were negative for h2s. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
jharkhand,dumka,chickenpox,0,0,2025-02-18,2025-02-18,"cases were reported from village durgapur, sub-district shikaripara, district dumka. cases presented with fever with rash. age group of the affected cases was 7-31 years. three blood samples were collected and sent to dphl dumka. all the samples were positive for varicella zoster igm by elisa. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,8
bihar,madhepura,undifferentiated fever,0,0,2025-02-18,2025-02-18,"cases were reported from village mohanpur chaumukh, sub-district bihariganj, district madhepura. cases presented with fever with rash. age group of the affected cases was 3-30 years. total 14 blood samples were collected and sent to aiims, patna. district rrt investigated the outbreak. cases treated symptomatically. vitamin a solution was given to susceptible. community awareness and health education given by peripheral team on vaccination, hygiene and sanitation.",nan,2025,2,8
